Month,State,Brand,Customers,Value,Age Group,Gender,VIP Band
Dec-20,NT,Melon,122,"20,101",45-54,F,Group A
Dec-20,NT,Melon,158,"36,764",45-54,M,Group A
Dec-20,NT,Melon,39,"24,307",45-54,M,Group D
Dec-20,NT,Melon,34,"2,379",55-64,M,Group A
Dec-20,NT,Melon,268,"43,939",65+,F,Group A
Dec-20,NT,Melon,19,"30,816",65+,F,Group C
Dec-20,NT,Melon,19,"6,606",65+,F,Group D
Dec-20,NT,Melon,38,"976,096",65+,F,Group E
Dec-20,NT,Melon,480,"100,008",65+,M,Group A
Dec-20,NT,Melon,103,"82,724",65+,M,Group B
Dec-20,NT,Melon,137,"183,684",65+,M,Group C
Dec-20,NT,Melon,34,"1,057",65+,M,Group D
Dec-20,NT,Melon,34,"166,663",65+,M,Group E
Dec-20,NT,Blueberry,21,490,18-24,F,Group A
Dec-20,NT,Blueberry,54,"4,307",18-24,M,Group A
Dec-20,NT,Blueberry,22,"7,849",18-24,M,Group B
Dec-20,NT,Blueberry,22,"20,703",18-24,M,Group C
Dec-20,NT,Blueberry,11,"3,442",18-24,M,Group E
Dec-20,NT,Blueberry,233,"18,401",25-34,F,Group A
Dec-20,NT,Blueberry,32,"22,091",25-34,F,Group B
Dec-20,NT,Blueberry,21,"25,014",25-34,F,Group C
Dec-20,NT,Blueberry,11,"13,960",25-34,F,Group D
Dec-20,NT,Blueberry,11,"68,576",25-34,F,Group E
Dec-20,NT,Blueberry,183,"24,161",25-34,M,Group A
Dec-20,NT,Blueberry,86,"64,968",25-34,M,Group B
Dec-20,NT,Blueberry,32,"66,498",25-34,M,Group C
Dec-20,NT,Blueberry,54,"139,116",25-34,M,Group D
Dec-20,NT,Blueberry,22,"96,363",25-34,M,Group E
Dec-20,NT,Blueberry,79,"21,876",35-44,M,Group A
Dec-20,NT,Blueberry,39,"3,038",35-44,M,Group B
Dec-20,NT,Blueberry,61,"22,177",45-54,F,Group A
Dec-20,NT,Blueberry,39,"90,056",45-54,M,Group C
Dec-20,NT,Blueberry,39,"105,612",45-54,M,Group D
Dec-20,NT,Blueberry,191,"26,894",65+,F,Group A
Dec-20,NT,Blueberry,57,"71,924",65+,F,Group B
Dec-20,NT,Blueberry,19,"1,180",65+,F,Group C
Dec-20,NT,Blueberry,19,"91,004",65+,F,Group D
Dec-20,NT,Blueberry,171,"21,883",65+,M,Group A
Dec-20,NT,Blueberry,103,"66,919",65+,M,Group B
Dec-20,NT,Blueberry,34,"93,031",65+,M,Group C
Dec-20,NT,Blueberry,34,"146,683",65+,M,Group D
Dec-20,NT,Grapefruit,11,"44,315",18-24,M,Group E
Dec-20,NT,Grapefruit,32,980,25-34,F,Group A
Dec-20,NT,Grapefruit,11,166,25-34,M,Group A
Dec-20,NT,Grapefruit,22,"10,143",25-34,M,Group B
Dec-20,TAS,Apple,15,"2,393",18-24,F,Group A
Dec-20,TAS,Apple,34,"3,899",18-24,M,Group A
Dec-20,TAS,Apple,11,"15,821",18-24,M,Group B
Dec-20,TAS,Apple,30,"2,761",25-34,F,Group A
Dec-20,TAS,Apple,45,"3,986",25-34,M,Group A
Dec-20,TAS,Apple,11,"15,717",25-34,M,Group B
Dec-20,TAS,Apple,11,"4,456",25-34,M,Group C
Dec-20,TAS,Apple,34,"62,013",25-34,M,Group D
Dec-20,TAS,Apple,27,"7,215",35-44,M,Group E
Dec-20,TAS,Apple,27,"5,772",45-54,M,Group A
Dec-20,TAS,Apple,27,"32,981",45-54,M,Group C
Dec-20,TAS,Apple,27,"4,123",45-54,M,Group D
Dec-20,TAS,Apple,47,"8,757",55-64,M,Group A
Dec-20,TAS,Apple,32,"42,952",65+,F,Group C
Dec-20,TAS,Apple,47,"14,595",65+,M,Group C
Dec-20,TAS,Apple,47,"330,650",65+,M,Group E
Dec-20,TAS,Pear,60,"9,251",18-24,F,Group A
Dec-20,TAS,Pear,15,"3,682",18-24,F,Group B
Dec-20,TAS,Pear,68,"5,970",18-24,M,Group A
Dec-20,TAS,Pear,34,"8,476",18-24,M,Group B
Dec-20,TAS,Pear,34,"39,248",18-24,M,Group C
Dec-20,TAS,Pear,23,"56,931",18-24,M,Group D
Dec-20,TAS,Pear,15,575,25-34,F,Group B
Dec-20,TAS,Pear,15,"2,209",25-34,F,Group D
Dec-20,TAS,Pear,135,"17,179",25-34,M,Group A
Dec-20,TAS,Pear,34,"16,656",25-34,M,Group B
Dec-20,TAS,Pear,34,"17,318",25-34,M,Group C
Dec-20,TAS,Pear,34,"68,366",25-34,M,Group D
Dec-20,TAS,Pear,64,"5,402",35-44,F,Group A
Dec-20,TAS,Pear,27,"1,237",35-44,M,Group A
Dec-20,TAS,Pear,27,"2,061",35-44,M,Group C
Dec-20,TAS,Pear,27,"134,190",35-44,M,Group D
Dec-20,TAS,Pear,95,"10,902",45-54,F,Group A
Dec-20,TAS,Pear,27,"7,215",45-54,M,Group A
Dec-20,TAS,Pear,27,"10,306",45-54,M,Group B
Dec-20,TAS,Pear,27,"30,260",45-54,M,Group D
Dec-20,TAS,Pear,32,"95,592",55-64,F,Group C
Dec-20,TAS,Pear,47,"186,159",55-64,M,Group D
Dec-20,TAS,Pear,192,"26,641",65+,F,Group A
Dec-20,TAS,Pear,64,"8,650",65+,F,Group B
Dec-20,TAS,Pear,32,"98,607",65+,F,Group C
Dec-20,TAS,Pear,236,"32,328",65+,M,Group A
Dec-20,TAS,Pear,142,"100,560",65+,M,Group B
Dec-20,TAS,Pear,47,"51,082",65+,M,Group C
Dec-20,TAS,Banana,30,"7,088",18-24,F,Group A
Dec-20,TAS,Banana,15,"12,565",18-24,F,Group B
Dec-20,TAS,Banana,34,714,18-24,M,Group A
Dec-20,TAS,Banana,34,"19,928",18-24,M,Group B
Dec-20,TAS,Banana,11,"7,223",18-24,M,Group C
Dec-20,TAS,Banana,23,"42,555",18-24,M,Group D
Dec-20,TAS,Banana,30,"2,071",25-34,F,Group A
Dec-20,TAS,Banana,68,"10,791",25-34,M,Group A
Dec-20,TAS,Banana,45,"17,318",25-34,M,Group B
Dec-20,TAS,Banana,23,"28,318",25-34,M,Group C
Dec-20,TAS,Banana,34,"61,178",25-34,M,Group D
Dec-20,TAS,Banana,11,"67,095",25-34,M,Group E
Dec-20,TAS,Banana,64,"9,674",35-44,F,Group A
Dec-20,TAS,Banana,32,"1,964",35-44,F,Group D
Dec-20,TAS,Banana,53,"84,018",35-44,M,Group C
Dec-20,TAS,Banana,32,"14,241",45-54,F,Group A
Dec-20,TAS,Banana,53,"16,696",45-54,M,Group A
Dec-20,TAS,Banana,27,"303,421",45-54,M,Group E
Dec-20,TAS,Banana,32,"2,224",55-64,F,Group B
Dec-20,TAS,Banana,64,"9,095",65+,F,Group A
Dec-20,TAS,Banana,64,"3,707",65+,F,Group B
Dec-20,TAS,Banana,32,"7,414",65+,F,Group C
Dec-20,TAS,Banana,189,"17,441",65+,M,Group A
Dec-20,TAS,Banana,95,"37,290",65+,M,Group B
Dec-20,TAS,Strawberry,15,"2,761",18-24,F,Group B
Dec-20,TAS,Strawberry,34,"3,655",18-24,M,Group A
Dec-20,TAS,Strawberry,23,"35,123",18-24,M,Group C
Dec-20,TAS,Strawberry,15,"1,634",25-34,F,Group A
Dec-20,TAS,Strawberry,34,"3,620",25-34,M,Group A
Dec-20,TAS,Strawberry,11,"9,486",25-34,M,Group B
Dec-20,TAS,Strawberry,34,"19,284",25-34,M,Group C
Dec-20,TAS,Strawberry,11,"19,337",25-34,M,Group D
Dec-20,TAS,Strawberry,11,"55,225",25-34,M,Group E
Dec-20,TAS,Strawberry,32,"42,233",35-44,F,Group B
Dec-20,TAS,Strawberry,27,"7,008",35-44,M,Group A
Dec-20,TAS,Strawberry,27,"74,330",45-54,M,Group E
Dec-20,TAS,Strawberry,32,"7,414",65+,F,Group A
Dec-20,TAS,Strawberry,32,"13,840",65+,F,Group B
Dec-20,TAS,Strawberry,95,"8,465",65+,M,Group A
Dec-20,TAS,Strawberry,47,"5,911",65+,M,Group B
Dec-20,TAS,Strawberry,47,"10,946",65+,M,Group D
Dec-20,TAS,Melon,209,"17,328",18-24,F,Group A
Dec-20,TAS,Melon,60,"51,524",18-24,F,Group B
Dec-20,TAS,Melon,575,"80,114",18-24,M,Group A
Dec-20,TAS,Melon,135,"99,834",18-24,M,Group B
Dec-20,TAS,Melon,102,"155,338",18-24,M,Group C
Dec-20,TAS,Melon,23,"80,166",18-24,M,Group D
Dec-20,TAS,Melon,328,"39,581",25-34,F,Group A
Dec-20,TAS,Melon,45,"38,039",25-34,F,Group B
Dec-20,TAS,Melon,30,"37,625",25-34,F,Group C
Dec-20,TAS,Melon,15,"46,692",25-34,F,Group D
Dec-20,TAS,Melon,564,"88,503",25-34,M,Group A
Dec-20,TAS,Melon,158,"120,789",25-34,M,Group B
Dec-20,TAS,Melon,102,"134,365",25-34,M,Group C
Dec-20,TAS,Melon,34,"51,884",25-34,M,Group D
Dec-20,TAS,Melon,45,"323,537",25-34,M,Group E
Dec-20,TAS,Melon,255,"33,050",35-44,F,Group A
Dec-20,TAS,Melon,95,"44,787",35-44,F,Group B
Dec-20,TAS,Melon,127,"81,815",35-44,F,Group C
Dec-20,TAS,Melon,294,"56,809",35-44,M,Group A
Dec-20,TAS,Melon,80,"69,548",35-44,M,Group B
Dec-20,TAS,Melon,107,"141,116",35-44,M,Group C
Dec-20,TAS,Melon,27,"377,422",35-44,M,Group E
Dec-20,TAS,Melon,255,"21,559",45-54,F,Group A
Dec-20,TAS,Melon,32,"20,233",45-54,F,Group B
Dec-20,TAS,Melon,374,"81,627",45-54,M,Group A
Dec-20,TAS,Melon,160,"129,572",45-54,M,Group B
Dec-20,TAS,Melon,53,"86,574",45-54,M,Group C
Dec-20,TAS,Melon,107,"412,298",45-54,M,Group D
Dec-20,TAS,Melon,53,"579,881",45-54,M,Group E
Dec-20,TAS,Melon,96,"30,447",55-64,F,Group A
Dec-20,TAS,Melon,96,"81,060",55-64,F,Group B
Dec-20,TAS,Melon,32,"84,026",55-64,F,Group C
Dec-20,TAS,Melon,236,"36,706",55-64,M,Group A
Dec-20,TAS,Melon,95,"58,453",55-64,M,Group B
Dec-20,TAS,Melon,47,"26,271",55-64,M,Group D
Dec-20,TAS,Melon,929,"118,822",65+,F,Group A
Dec-20,TAS,Melon,224,"143,140",65+,F,Group B
Dec-20,TAS,Melon,96,"177,838",65+,F,Group C
Dec-20,TAS,Melon,"1,750","312,333",65+,M,Group A
Dec-20,TAS,Melon,142,"123,109",65+,M,Group B
Dec-20,TAS,Melon,189,"292,703",65+,M,Group C
Dec-20,TAS,Melon,47,"132,158",65+,M,Group D
Dec-20,TAS,Blueberry,298,"31,066",18-24,F,Group A
Dec-20,TAS,Blueberry,60,"43,769",18-24,F,Group B
Dec-20,TAS,Blueberry,15,"28,995",18-24,F,Group C
Dec-20,TAS,Blueberry,15,"115,935",18-24,F,Group E
Dec-20,TAS,Blueberry,271,"23,131",18-24,M,Group A
Dec-20,TAS,Blueberry,45,"45,078",18-24,M,Group B
Dec-20,TAS,Blueberry,34,"37,942",18-24,M,Group C
Dec-20,TAS,Blueberry,11,"5,691",18-24,M,Group D
Dec-20,TAS,Blueberry,11,"142,441",18-24,M,Group E
Dec-20,TAS,Blueberry,209,"41,882",25-34,F,Group A
Dec-20,TAS,Blueberry,75,"47,727",25-34,F,Group B
Dec-20,TAS,Blueberry,60,"115,682",25-34,F,Group C
Dec-20,TAS,Blueberry,45,"158,922",25-34,F,Group D
Dec-20,TAS,Blueberry,316,"45,078",25-34,M,Group A
Dec-20,TAS,Blueberry,113,"66,538",25-34,M,Group B
Dec-20,TAS,Blueberry,56,"69,602",25-34,M,Group C
Dec-20,TAS,Blueberry,23,"38,099",25-34,M,Group E
Dec-20,TAS,Blueberry,732,"134,852",35-44,F,Group A
Dec-20,TAS,Blueberry,159,"134,901",35-44,F,Group B
Dec-20,TAS,Blueberry,159,"238,864",35-44,F,Group C
Dec-20,TAS,Blueberry,95,"431,664",35-44,F,Group D
Dec-20,TAS,Blueberry,160,"16,119",35-44,M,Group A
Dec-20,TAS,Blueberry,53,"45,678",35-44,M,Group B
Dec-20,TAS,Blueberry,80,"68,929",35-44,M,Group C
Dec-20,TAS,Blueberry,27,"84,059",35-44,M,Group D
Dec-20,TAS,Blueberry,255,"47,242",45-54,F,Group A
Dec-20,TAS,Blueberry,32,"33,345",45-54,F,Group B
Dec-20,TAS,Blueberry,32,"54,412",45-54,F,Group C
Dec-20,TAS,Blueberry,32,"112,557",45-54,F,Group D
Dec-20,TAS,Blueberry,214,"50,337",45-54,M,Group A
Dec-20,TAS,Blueberry,107,"86,615",45-54,M,Group B
Dec-20,TAS,Blueberry,53,"125,203",45-54,M,Group C
Dec-20,TAS,Blueberry,53,"274,275",45-54,M,Group E
Dec-20,TAS,Blueberry,96,"16,311",55-64,F,Group A
Dec-20,TAS,Blueberry,32,"31,880",55-64,F,Group B
Dec-20,TAS,Blueberry,142,"8,027",55-64,M,Group A
Dec-20,TAS,Blueberry,47,"35,028",55-64,M,Group B
Dec-20,TAS,Blueberry,"2,114","284,897",65+,F,Group A
Dec-20,TAS,Blueberry,513,"466,195",65+,F,Group B
Dec-20,TAS,Blueberry,128,"287,862",65+,F,Group C
Dec-20,TAS,Blueberry,32,"155,942",65+,F,Group D
Dec-20,TAS,Blueberry,"1,892","294,673",65+,M,Group A
Dec-20,TAS,Blueberry,331,"210,095",65+,M,Group B
Dec-20,TAS,Blueberry,284,"384,870",65+,M,Group C
Dec-20,TAS,Blueberry,47,"214,911",65+,M,Group D
Dec-20,TAS,Grapefruit,11,"4,351",18-24,M,Group A
Dec-20,TAS,Grapefruit,23,"8,511",25-34,M,Group A
Dec-20,TAS,Grapefruit,32,"7,661",65+,F,Group A
Dec-20,TAS,Grapefruit,32,"5,931",65+,F,Group B
Dec-20,TAS,Grapefruit,47,"52,177",65+,M,Group B
Dec-20,TAS,Grapefruit,47,"19,630",65+,M,Group D
Dec-20,VIC,Apple,453,"70,709",18-24,F,Group A
Dec-20,VIC,Apple,198,"144,955",18-24,F,Group B
Dec-20,VIC,Apple,142,"217,847",18-24,F,Group C
Dec-20,VIC,Apple,113,"341,226",18-24,F,Group D
Dec-20,VIC,Apple,198,"2,303,901",18-24,F,Group E
Dec-20,VIC,Apple,"1,617","249,637",18-24,M,Group A
Dec-20,VIC,Apple,314,"195,754",18-24,M,Group B
Dec-20,VIC,Apple,374,"387,927",18-24,M,Group C
Dec-20,VIC,Apple,419,"895,034",18-24,M,Group D
Dec-20,VIC,Apple,255,"1,454,292",18-24,M,Group E
Dec-20,VIC,Apple,821,"168,495",25-34,F,Group A
Dec-20,VIC,Apple,368,"299,780",25-34,F,Group B
Dec-20,VIC,Apple,255,"241,955",25-34,F,Group C
Dec-20,VIC,Apple,113,"365,509",25-34,F,Group D
Dec-20,VIC,Apple,57,"560,646",25-34,F,Group E
Dec-20,VIC,Apple,"3,070","456,367",25-34,M,Group A
Dec-20,VIC,Apple,"1,153","813,470",25-34,M,Group B
Dec-20,VIC,Apple,854,"1,169,118",25-34,M,Group C
Dec-20,VIC,Apple,914,"2,227,558",25-34,M,Group D
Dec-20,VIC,Apple,779,"5,803,444",25-34,M,Group E
Dec-20,VIC,Apple,258,"22,890",35-44,F,Group A
Dec-20,VIC,Apple,129,"122,082",35-44,F,Group B
Dec-20,VIC,Apple,86,"98,196",35-44,F,Group C
Dec-20,VIC,Apple,86,"16,056",35-44,F,Group D
Dec-20,VIC,Apple,43,"331,744",35-44,F,Group E
Dec-20,VIC,Apple,535,"112,169",35-44,M,Group A
Dec-20,VIC,Apple,238,"123,991",35-44,M,Group B
Dec-20,VIC,Apple,119,"246,331",35-44,M,Group C
Dec-20,VIC,Apple,119,"153,407",35-44,M,Group D
Dec-20,VIC,Apple,178,"307,731",35-44,M,Group E
Dec-20,VIC,Apple,258,"31,582",45-54,F,Group A
Dec-20,VIC,Apple,86,"27,336",45-54,F,Group B
Dec-20,VIC,Apple,43,"74,311",45-54,F,Group C
Dec-20,VIC,Apple,172,"1,688,513",45-54,F,Group E
Dec-20,VIC,Apple,713,"92,741",45-54,M,Group A
Dec-20,VIC,Apple,297,"143,235",45-54,M,Group B
Dec-20,VIC,Apple,356,"312,680",45-54,M,Group C
Dec-20,VIC,Apple,178,"392,774",45-54,M,Group D
Dec-20,VIC,Apple,59,"306,815",45-54,M,Group E
Dec-20,VIC,Apple,106,"82,042",55-64,M,Group B
Dec-20,VIC,Apple,213,"127,986",55-64,M,Group C
Dec-20,VIC,Apple,106,"1,493,828",55-64,M,Group E
Dec-20,VIC,Apple,"1,181","136,464",65+,F,Group A
Dec-20,VIC,Apple,158,"61,488",65+,F,Group B
Dec-20,VIC,Apple,158,"196,858",65+,F,Group C
Dec-20,VIC,Apple,315,"377,797",65+,F,Group D
Dec-20,VIC,Apple,315,"1,390,765",65+,F,Group E
Dec-20,VIC,Apple,"1,595","267,786",65+,M,Group A
Dec-20,VIC,Apple,638,"222,499",65+,M,Group B
Dec-20,VIC,Apple,532,"689,484",65+,M,Group C
Dec-20,VIC,Apple,851,"691,125",65+,M,Group D
Dec-20,VIC,Apple,851,"14,307,867",65+,M,Group E
Dec-20,VIC,Pear,736,"99,359",18-24,F,Group A
Dec-20,VIC,Pear,283,"119,012",18-24,F,Group B
Dec-20,VIC,Pear,85,"91,279",18-24,F,Group C
Dec-20,VIC,Pear,113,"89,401",18-24,F,Group D
Dec-20,VIC,Pear,85,"397,697",18-24,F,Group E
Dec-20,VIC,Pear,809,"106,426",18-24,M,Group A
Dec-20,VIC,Pear,509,"273,298",18-24,M,Group B
Dec-20,VIC,Pear,389,"385,963",18-24,M,Group C
Dec-20,VIC,Pear,359,"751,939",18-24,M,Group D
Dec-20,VIC,Pear,255,"1,629,944",18-24,M,Group E
Dec-20,VIC,Pear,679,"99,228",25-34,F,Group A
Dec-20,VIC,Pear,283,"158,101",25-34,F,Group B
Dec-20,VIC,Pear,226,"159,629",25-34,F,Group C
Dec-20,VIC,Pear,85,"135,696",25-34,F,Group D
Dec-20,VIC,Pear,142,"1,477,847",25-34,F,Group E
Dec-20,VIC,Pear,"2,890","520,786",25-34,M,Group A
Dec-20,VIC,Pear,"1,333","702,700",25-34,M,Group B
Dec-20,VIC,Pear,"1,033","982,052",25-34,M,Group C
Dec-20,VIC,Pear,824,"1,823,873",25-34,M,Group D
Dec-20,VIC,Pear,794,"7,991,190",25-34,M,Group E
Dec-20,VIC,Pear,"1,032","147,427",35-44,F,Group A
Dec-20,VIC,Pear,215,"139,266",35-44,F,Group B
Dec-20,VIC,Pear,215,"140,063",35-44,F,Group C
Dec-20,VIC,Pear,43,"6,635",35-44,F,Group D
Dec-20,VIC,Pear,43,"16,587",35-44,F,Group E
Dec-20,VIC,Pear,535,"104,013",35-44,M,Group A
Dec-20,VIC,Pear,297,"138,653",35-44,M,Group B
Dec-20,VIC,Pear,119,"274,740",35-44,M,Group C
Dec-20,VIC,Pear,416,"867,109",35-44,M,Group D
Dec-20,VIC,Pear,297,"2,429,774",35-44,M,Group E
Dec-20,VIC,Pear,774,"89,969",45-54,F,Group A
Dec-20,VIC,Pear,129,"85,059",45-54,F,Group B
Dec-20,VIC,Pear,129,"91,628",45-54,F,Group C
Dec-20,VIC,Pear,43,"7,962",45-54,F,Group D
Dec-20,VIC,Pear,129,"959,869",45-54,F,Group E
Dec-20,VIC,Pear,891,"76,612",45-54,M,Group A
Dec-20,VIC,Pear,594,"284,912",45-54,M,Group B
Dec-20,VIC,Pear,238,"180,075",45-54,M,Group C
Dec-20,VIC,Pear,178,"325,968",45-54,M,Group D
Dec-20,VIC,Pear,475,"5,223,455",45-54,M,Group E
Dec-20,VIC,Pear,79,"176,200",55-64,F,Group C
Dec-20,VIC,Pear,"1,890","328,947",65+,F,Group A
Dec-20,VIC,Pear,551,"192,483",65+,F,Group B
Dec-20,VIC,Pear,394,"269,039",65+,F,Group C
Dec-20,VIC,Pear,236,"425,310",65+,F,Group D
Dec-20,VIC,Pear,"2,978","429,082",65+,M,Group A
Dec-20,VIC,Pear,"1,702","880,479",65+,M,Group B
Dec-20,VIC,Pear,957,"975,812",65+,M,Group C
Dec-20,VIC,Pear,957,"2,022,017",65+,M,Group D
Dec-20,VIC,Pear,"1,702","7,442,395",65+,M,Group E
Dec-20,VIC,Banana,453,"60,838",18-24,F,Group A
Dec-20,VIC,Banana,142,"16,378",18-24,F,Group B
Dec-20,VIC,Banana,113,"145,784",18-24,F,Group C
Dec-20,VIC,Banana,85,"135,608",18-24,F,Group D
Dec-20,VIC,Banana,85,"1,126,488",18-24,F,Group E
Dec-20,VIC,Banana,854,"119,181",18-24,M,Group A
Dec-20,VIC,Banana,270,"126,228",18-24,M,Group B
Dec-20,VIC,Banana,389,"239,401",18-24,M,Group C
Dec-20,VIC,Banana,314,"593,778",18-24,M,Group D
Dec-20,VIC,Banana,165,"720,977",18-24,M,Group E
Dec-20,VIC,Banana,623,"43,587",25-34,F,Group A
Dec-20,VIC,Banana,255,"131,023",25-34,F,Group B
Dec-20,VIC,Banana,255,"322,752",25-34,F,Group C
Dec-20,VIC,Banana,85,"103,683",25-34,F,Group D
Dec-20,VIC,Banana,57,"263,050",25-34,F,Group E
Dec-20,VIC,Banana,"2,082","300,355",25-34,M,Group A
Dec-20,VIC,Banana,"1,003","428,848",25-34,M,Group B
Dec-20,VIC,Banana,884,"586,223",25-34,M,Group C
Dec-20,VIC,Banana,899,"2,052,992",25-34,M,Group D
Dec-20,VIC,Banana,659,"2,808,651",25-34,M,Group E
Dec-20,VIC,Banana,344,"48,103",35-44,F,Group A
Dec-20,VIC,Banana,86,"149,285",35-44,F,Group D
Dec-20,VIC,Banana,43,"51,420",35-44,F,Group E
Dec-20,VIC,Banana,475,"121,333",35-44,M,Group A
Dec-20,VIC,Banana,356,"140,394",35-44,M,Group B
Dec-20,VIC,Banana,238,"412,294",35-44,M,Group C
Dec-20,VIC,Banana,297,"479,650",35-44,M,Group D
Dec-20,VIC,Banana,178,"2,213,867",35-44,M,Group E
Dec-20,VIC,Banana,301,"37,686",45-54,F,Group A
Dec-20,VIC,Banana,43,"6,635",45-54,F,Group C
Dec-20,VIC,Banana,86,"28,198",45-54,F,Group D
Dec-20,VIC,Banana,86,"68,008",45-54,F,Group E
Dec-20,VIC,Banana,713,"64,515",45-54,M,Group A
Dec-20,VIC,Banana,297,"67,173",45-54,M,Group B
Dec-20,VIC,Banana,297,"253,113",45-54,M,Group C
Dec-20,VIC,Banana,178,"602,357",45-54,M,Group D
Dec-20,VIC,Banana,178,"745,318",45-54,M,Group E
Dec-20,VIC,Banana,"1,339","125,527",65+,F,Group A
Dec-20,VIC,Banana,551,"308,411",65+,F,Group B
Dec-20,VIC,Banana,630,"349,119",65+,F,Group C
Dec-20,VIC,Banana,315,"178,266",65+,F,Group D
Dec-20,VIC,Banana,158,"1,311,050",65+,F,Group E
Dec-20,VIC,Banana,"2,340","450,577",65+,M,Group A
Dec-20,VIC,Banana,638,"270,412",65+,M,Group B
Dec-20,VIC,Banana,638,"1,422,943",65+,M,Group C
Dec-20,VIC,Banana,319,"213,803",65+,M,Group D
Dec-20,VIC,Banana,957,"6,081,639",65+,M,Group E
Dec-20,VIC,Strawberry,283,"49,352",18-24,F,Group A
Dec-20,VIC,Strawberry,28,"22,361",18-24,F,Group B
Dec-20,VIC,Strawberry,28,873,18-24,F,Group C
Dec-20,VIC,Strawberry,85,"11,748",18-24,F,Group D
Dec-20,VIC,Strawberry,85,"523,173",18-24,F,Group E
Dec-20,VIC,Strawberry,389,"50,048",18-24,M,Group A
Dec-20,VIC,Strawberry,195,"82,812",18-24,M,Group B
Dec-20,VIC,Strawberry,255,"269,116",18-24,M,Group C
Dec-20,VIC,Strawberry,344,"525,500",18-24,M,Group D
Dec-20,VIC,Strawberry,195,"2,162,422",18-24,M,Group E
Dec-20,VIC,Strawberry,255,"30,572",25-34,F,Group A
Dec-20,VIC,Strawberry,85,"28,170",25-34,F,Group B
Dec-20,VIC,Strawberry,85,"90,187",25-34,F,Group C
Dec-20,VIC,Strawberry,57,"20,964",25-34,F,Group D
Dec-20,VIC,Strawberry,85,"650,876",25-34,F,Group E
Dec-20,VIC,Strawberry,"1,183","105,248",25-34,M,Group A
Dec-20,VIC,Strawberry,734,"193,651",25-34,M,Group B
Dec-20,VIC,Strawberry,614,"560,506",25-34,M,Group C
Dec-20,VIC,Strawberry,629,"926,851",25-34,M,Group D
Dec-20,VIC,Strawberry,569,"3,702,576",25-34,M,Group E
Dec-20,VIC,Strawberry,172,"21,829",35-44,F,Group A
Dec-20,VIC,Strawberry,43,"42,928",35-44,F,Group B
Dec-20,VIC,Strawberry,86,"46,179",35-44,F,Group C
Dec-20,VIC,Strawberry,59,"9,164",35-44,M,Group A
Dec-20,VIC,Strawberry,238,"66,623",35-44,M,Group B
Dec-20,VIC,Strawberry,178,"84,493",35-44,M,Group C
Dec-20,VIC,Strawberry,356,"505,126",35-44,M,Group D
Dec-20,VIC,Strawberry,119,"228,828",35-44,M,Group E
Dec-20,VIC,Strawberry,301,"21,696",45-54,F,Group A
Dec-20,VIC,Strawberry,43,"28,066",45-54,F,Group B
Dec-20,VIC,Strawberry,43,"3,317",45-54,F,Group C
Dec-20,VIC,Strawberry,43,"66,349",45-54,F,Group D
Dec-20,VIC,Strawberry,172,"1,938,582",45-54,F,Group E
Dec-20,VIC,Strawberry,475,"44,904",45-54,M,Group A
Dec-20,VIC,Strawberry,238,"63,232",45-54,M,Group B
Dec-20,VIC,Strawberry,238,"49,211",45-54,M,Group C
Dec-20,VIC,Strawberry,59,"137,462",45-54,M,Group E
Dec-20,VIC,Strawberry,945,"74,855",65+,F,Group A
Dec-20,VIC,Strawberry,315,"88,829",65+,F,Group B
Dec-20,VIC,Strawberry,79,"206,215",65+,F,Group C
Dec-20,VIC,Strawberry,236,"285,201",65+,F,Group D
Dec-20,VIC,Strawberry,"1,276","216,592",65+,M,Group A
Dec-20,VIC,Strawberry,532,"188,041",65+,M,Group B
Dec-20,VIC,Strawberry,957,"617,615",65+,M,Group C
Dec-20,VIC,Strawberry,425,"106,655",65+,M,Group D
Dec-20,VIC,Strawberry,"1,064","4,415,194",65+,M,Group E
Dec-20,VIC,Melon,"6,482","842,562",18-24,F,Group A
Dec-20,VIC,Melon,"1,047","860,382",18-24,F,Group B
Dec-20,VIC,Melon,396,"645,767",18-24,F,Group C
Dec-20,VIC,Melon,396,"1,451,948",18-24,F,Group D
Dec-20,VIC,Melon,283,"2,811,832",18-24,F,Group E
Dec-20,VIC,Melon,"8,641","1,277,416",18-24,M,Group A
Dec-20,VIC,Melon,"1,617","1,435,068",18-24,M,Group B
Dec-20,VIC,Melon,"1,483","2,429,412",18-24,M,Group C
Dec-20,VIC,Melon,929,"2,525,695",18-24,M,Group D
Dec-20,VIC,Melon,809,"9,300,954",18-24,M,Group E
Dec-20,VIC,Melon,"8,237","1,111,945",25-34,F,Group A
Dec-20,VIC,Melon,"1,585","1,424,521",25-34,F,Group B
Dec-20,VIC,Melon,849,"1,259,869",25-34,F,Group C
Dec-20,VIC,Melon,368,"1,140,945",25-34,F,Group D
Dec-20,VIC,Melon,396,"3,171,270",25-34,F,Group E
Dec-20,VIC,Melon,"24,141","3,590,812",25-34,M,Group A
Dec-20,VIC,Melon,"6,350","5,062,318",25-34,M,Group B
Dec-20,VIC,Melon,"3,534","5,847,507",25-34,M,Group C
Dec-20,VIC,Melon,"2,441","7,605,643",25-34,M,Group D
Dec-20,VIC,Melon,"2,591","30,827,920",25-34,M,Group E
Dec-20,VIC,Melon,"6,150","863,066",35-44,F,Group A
Dec-20,VIC,Melon,"1,204","981,499",35-44,F,Group B
