,months,year,state,brand,customers,value,age_group,gender,vip_band
37430,Nov,20,VIC,Strawberry,372,1665219,45-54,M,Group E
37431,Nov,20,VIC,Strawberry,1745,114445,65+,F,Group A
37432,Nov,20,VIC,Strawberry,582,306181,65+,F,Group B
37433,Nov,20,VIC,Strawberry,249,9557,65+,F,Group C
37434,Nov,20,VIC,Strawberry,83,35361,65+,F,Group D
37435,Nov,20,VIC,Strawberry,249,719162,65+,F,Group E
37436,Nov,20,VIC,Strawberry,2610,268645,65+,M,Group A
37437,Nov,20,VIC,Strawberry,1135,554091,65+,M,Group B
37438,Nov,20,VIC,Strawberry,681,736124,65+,M,Group C
37439,Nov,20,VIC,Strawberry,1248,915384,65+,M,Group D
37440,Nov,20,VIC,Strawberry,1362,9650031,65+,M,Group E
37441,Nov,20,VIC,Melon,17226,2224578,18-24,F,Group A
37442,Nov,20,VIC,Melon,2730,2178888,18-24,F,Group B
37443,Nov,20,VIC,Melon,1061,1718941,18-24,F,Group C
37444,Nov,20,VIC,Melon,516,1627561,18-24,F,Group D
37445,Nov,20,VIC,Melon,394,3392845,18-24,F,Group E
37446,Nov,20,VIC,Melon,14663,2104967,18-24,M,Group A
37447,Nov,20,VIC,Melon,3087,2383902,18-24,M,Group B
37448,Nov,20,VIC,Melon,1720,2747265,18-24,M,Group C
37449,Nov,20,VIC,Melon,1351,3631472,18-24,M,Group D
37450,Nov,20,VIC,Melon,1302,15901034,18-24,M,Group E
37451,Nov,20,VIC,Melon,24445,3095209,25-34,F,Group A
37452,Nov,20,VIC,Melon,3366,2406464,25-34,F,Group B
37453,Nov,20,VIC,Melon,2032,3253945,25-34,F,Group C
37454,Nov,20,VIC,Melon,1092,3602067,25-34,F,Group D
37455,Nov,20,VIC,Melon,425,4783370,25-34,F,Group E
37456,Nov,20,VIC,Melon,44184,6725544,25-34,M,Group A
37457,Nov,20,VIC,Melon,10515,7943237,25-34,M,Group B
37458,Nov,20,VIC,Melon,5901,9188703,25-34,M,Group C
37459,Nov,20,VIC,Melon,3810,11011361,25-34,M,Group D
37460,Nov,20,VIC,Melon,3810,35212291,25-34,M,Group E
37461,Nov,20,VIC,Melon,19408,2612756,35-44,F,Group A
37462,Nov,20,VIC,Melon,1900,1473606,35-44,F,Group B
37463,Nov,20,VIC,Melon,950,1322798,35-44,F,Group C
37464,Nov,20,VIC,Melon,317,984897,35-44,F,Group D
37465,Nov,20,VIC,Melon,317,4602123,35-44,F,Group E
37466,Nov,20,VIC,Melon,11979,1857044,35-44,M,Group A
37467,Nov,20,VIC,Melon,2545,1841698,35-44,M,Group B
37468,Nov,20,VIC,Melon,1676,2262821,35-44,M,Group C
37469,Nov,20,VIC,Melon,1490,4110497,35-44,M,Group D
37470,Nov,20,VIC,Melon,1055,10685187,35-44,M,Group E
37471,Nov,20,VIC,Melon,15653,2030532,45-54,F,Group A
37472,Nov,20,VIC,Melon,1810,1287942,45-54,F,Group B
37473,Nov,20,VIC,Melon,543,710400,45-54,F,Group C
37474,Nov,20,VIC,Melon,226,448780,45-54,F,Group D
37475,Nov,20,VIC,Melon,407,5604904,45-54,F,Group E
37476,Nov,20,VIC,Melon,12662,1981864,45-54,M,Group A
37477,Nov,20,VIC,Melon,2731,1811006,45-54,M,Group B
37478,Nov,20,VIC,Melon,2483,3381830,45-54,M,Group C
37479,Nov,20,VIC,Melon,931,2723469,45-54,M,Group D
37480,Nov,20,VIC,Melon,1055,8716170,45-54,M,Group E
37481,Nov,20,VIC,Melon,332,32255,55-64,F,Group A
37482,Nov,20,VIC,Melon,83,113250,55-64,F,Group C
37483,Nov,20,VIC,Melon,2269,284141,55-64,M,Group A
37484,Nov,20,VIC,Melon,567,463238,55-64,M,Group B
37485,Nov,20,VIC,Melon,113,236675,55-64,M,Group C
37486,Nov,20,VIC,Melon,113,371080,55-64,M,Group D
37487,Nov,20,VIC,Melon,47868,6219078,65+,F,Group A
37488,Nov,20,VIC,Melon,6898,5169604,65+,F,Group B
37489,Nov,20,VIC,Melon,2742,4300158,65+,F,Group C
37490,Nov,20,VIC,Melon,1911,5992817,65+,F,Group D
37491,Nov,20,VIC,Melon,1496,15178140,65+,F,Group E
37492,Nov,20,VIC,Melon,50380,7474933,65+,M,Group A
37493,Nov,20,VIC,Melon,11687,8156578,65+,M,Group B
37494,Nov,20,VIC,Melon,6127,8852251,65+,M,Group C
37495,Nov,20,VIC,Melon,4766,12762860,65+,M,Group D
37496,Nov,20,VIC,Melon,3858,25098367,65+,M,Group E
37497,Nov,20,VIC,Blueberry,4367,511087,18-24,F,Group A
37498,Nov,20,VIC,Blueberry,880,454498,18-24,F,Group B
37499,Nov,20,VIC,Blueberry,334,445735,18-24,F,Group C
37500,Nov,20,VIC,Blueberry,182,224132,18-24,F,Group D
37501,Nov,20,VIC,Blueberry,182,1480160,18-24,F,Group E
37502,Nov,20,VIC,Blueberry,2781,374964,18-24,M,Group A
37503,Nov,20,VIC,Blueberry,852,366898,18-24,M,Group B
37504,Nov,20,VIC,Blueberry,482,468936,18-24,M,Group C
37505,Nov,20,VIC,Blueberry,563,1201277,18-24,M,Group D
37506,Nov,20,VIC,Blueberry,531,3740536,18-24,M,Group E
37507,Nov,20,VIC,Blueberry,8219,1093804,25-34,F,Group A
37508,Nov,20,VIC,Blueberry,1334,851623,25-34,F,Group B
37509,Nov,20,VIC,Blueberry,758,1044409,25-34,F,Group C
37510,Nov,20,VIC,Blueberry,485,1392879,25-34,F,Group D
37511,Nov,20,VIC,Blueberry,303,1818603,25-34,F,Group E
37512,Nov,20,VIC,Blueberry,12042,1667024,25-34,M,Group A
37513,Nov,20,VIC,Blueberry,3457,2167600,25-34,M,Group B
37514,Nov,20,VIC,Blueberry,2444,2626991,25-34,M,Group C
37515,Nov,20,VIC,Blueberry,1978,3979580,25-34,M,Group D
37516,Nov,20,VIC,Blueberry,2042,9946189,25-34,M,Group E
37517,Nov,20,VIC,Blueberry,8550,1207238,35-44,F,Group A
37518,Nov,20,VIC,Blueberry,1448,1138955,35-44,F,Group B
37519,Nov,20,VIC,Blueberry,769,1011169,35-44,F,Group C
37520,Nov,20,VIC,Blueberry,226,428815,35-44,F,Group D
37521,Nov,20,VIC,Blueberry,317,2310686,35-44,F,Group E
37522,Nov,20,VIC,Blueberry,6083,945474,35-44,M,Group A
37523,Nov,20,VIC,Blueberry,1055,567624,35-44,M,Group B
37524,Nov,20,VIC,Blueberry,1303,2308681,35-44,M,Group C
37525,Nov,20,VIC,Blueberry,1241,2691260,35-44,M,Group D
37526,Nov,20,VIC,Blueberry,745,6261078,35-44,M,Group E
37527,Nov,20,VIC,Blueberry,6876,804955,45-54,F,Group A
37528,Nov,20,VIC,Blueberry,814,552700,45-54,F,Group B
37529,Nov,20,VIC,Blueberry,317,366581,45-54,F,Group C
37530,Nov,20,VIC,Blueberry,226,867125,45-54,F,Group D
37531,Nov,20,VIC,Blueberry,317,2652425,45-54,F,Group E
37532,Nov,20,VIC,Blueberry,6083,1103663,45-54,M,Group A
37533,Nov,20,VIC,Blueberry,1428,1148273,45-54,M,Group B
37534,Nov,20,VIC,Blueberry,1738,2144603,45-54,M,Group C
37535,Nov,20,VIC,Blueberry,993,2775841,45-54,M,Group D
37536,Nov,20,VIC,Blueberry,807,5071139,45-54,M,Group E
37537,Nov,20,VIC,Blueberry,332,31896,55-64,F,Group A
37538,Nov,20,VIC,Blueberry,83,54236,55-64,F,Group B
37539,Nov,20,VIC,Blueberry,794,92974,55-64,M,Group A
37540,Nov,20,VIC,Blueberry,340,215308,55-64,M,Group B
37541,Nov,20,VIC,Blueberry,340,756840,55-64,M,Group C
37542,Nov,20,VIC,Blueberry,113,14680,55-64,M,Group D
37543,Nov,20,VIC,Blueberry,24100,3445765,65+,F,Group A
37544,Nov,20,VIC,Blueberry,3989,2828146,65+,F,Group B
37545,Nov,20,VIC,Blueberry,1994,2505837,65+,F,Group C
37546,Nov,20,VIC,Blueberry,1080,2828624,65+,F,Group D
37547,Nov,20,VIC,Blueberry,582,2355673,65+,F,Group E
37548,Nov,20,VIC,Blueberry,22580,3460095,65+,M,Group A
37549,Nov,20,VIC,Blueberry,6127,4139945,65+,M,Group B
37550,Nov,20,VIC,Blueberry,3744,4710674,65+,M,Group C
37551,Nov,20,VIC,Blueberry,2610,6081793,65+,M,Group D
37552,Nov,20,VIC,Blueberry,2723,15404459,65+,M,Group E
37553,Nov,20,VIC,Grapefruit,334,43248,18-24,F,Group A
37554,Nov,20,VIC,Grapefruit,30,19619,18-24,F,Group B
37555,Nov,20,VIC,Grapefruit,30,157603,18-24,F,Group D
37556,Nov,20,VIC,Grapefruit,30,316906,18-24,F,Group E
37557,Nov,20,VIC,Grapefruit,193,24267,18-24,M,Group A
37558,Nov,20,VIC,Grapefruit,48,21286,18-24,M,Group B
37559,Nov,20,VIC,Grapefruit,32,42294,18-24,M,Group C
37560,Nov,20,VIC,Grapefruit,32,17565,18-24,M,Group D
37561,Nov,20,VIC,Grapefruit,32,55376,18-24,M,Group E
37562,Nov,20,VIC,Grapefruit,243,43379,25-34,F,Group A
37563,Nov,20,VIC,Grapefruit,61,44251,25-34,F,Group B
37564,Nov,20,VIC,Grapefruit,30,6540,25-34,F,Group C
37565,Nov,20,VIC,Grapefruit,498,92747,25-34,M,Group A
37566,Nov,20,VIC,Grapefruit,241,124410,25-34,M,Group B
37567,Nov,20,VIC,Grapefruit,129,144471,25-34,M,Group C
37568,Nov,20,VIC,Grapefruit,193,359734,25-34,M,Group D
37569,Nov,20,VIC,Grapefruit,113,91615,25-34,M,Group E
37570,Nov,20,VIC,Grapefruit,90,11380,35-44,F,Group A
37571,Nov,20,VIC,Grapefruit,90,82850,35-44,F,Group C
37572,Nov,20,VIC,Grapefruit,45,3902,35-44,F,Group D
37573,Nov,20,VIC,Grapefruit,248,16595,35-44,M,Group A
37574,Nov,20,VIC,Grapefruit,124,274622,35-44,M,Group C
37575,Nov,20,VIC,Grapefruit,124,108136,35-44,M,Group D
37576,Nov,20,VIC,Grapefruit,62,411219,35-44,M,Group E
37577,Nov,20,VIC,Grapefruit,45,3837,45-54,F,Group A
37578,Nov,20,VIC,Grapefruit,45,13006,45-54,F,Group B
37579,Nov,20,VIC,Grapefruit,45,240615,45-54,F,Group D
37580,Nov,20,VIC,Grapefruit,248,39257,45-54,M,Group A
37581,Nov,20,VIC,Grapefruit,62,8922,45-54,M,Group B
37582,Nov,20,VIC,Grapefruit,62,203245,45-54,M,Group D
37583,Nov,20,VIC,Grapefruit,113,3262,55-64,M,Group A
37584,Nov,20,VIC,Grapefruit,1413,102618,65+,F,Group A
37585,Nov,20,VIC,Grapefruit,416,278944,65+,F,Group B
37586,Nov,20,VIC,Grapefruit,83,209656,65+,F,Group C
37587,Nov,20,VIC,Grapefruit,249,814493,65+,F,Group E
37588,Nov,20,VIC,Grapefruit,2156,348733,65+,M,Group A
37589,Nov,20,VIC,Grapefruit,227,122986,65+,M,Group B
37590,Nov,20,VIC,Grapefruit,681,803816,65+,M,Group C
37591,Nov,20,VIC,Grapefruit,340,669575,65+,M,Group D
37592,Nov,20,VIC,Grapefruit,113,1685762,65+,M,Group E
37593,Dec,20,WA,Apple,148,12341,18-24,F,Group A
37594,Dec,20,WA,Apple,66,18626,18-24,F,Group B
37595,Dec,20,WA,Apple,82,128702,18-24,F,Group C
37596,Dec,20,WA,Apple,33,65649,18-24,F,Group D
37597,Dec,20,WA,Apple,16,1527,18-24,F,Group E
37598,Dec,20,WA,Apple,390,41189,18-24,M,Group A
37599,Dec,20,WA,Apple,119,82665,18-24,M,Group B
37600,Dec,20,WA,Apple,187,189380,18-24,M,Group C
37601,Dec,20,WA,Apple,102,186998,18-24,M,Group D
37602,Dec,20,WA,Apple,85,527081,18-24,M,Group E
37603,Dec,20,WA,Apple,247,25598,25-34,F,Group A
37604,Dec,20,WA,Apple,66,39974,25-34,F,Group B
37605,Dec,20,WA,Apple,33,35852,25-34,F,Group C
37606,Dec,20,WA,Apple,33,86081,25-34,F,Group D
37607,Dec,20,WA,Apple,49,1589153,25-34,F,Group E
37608,Dec,20,WA,Apple,848,108206,25-34,M,Group A
37609,Dec,20,WA,Apple,509,245353,25-34,M,Group B
37610,Dec,20,WA,Apple,305,420524,25-34,M,Group C
37611,Dec,20,WA,Apple,237,396684,25-34,M,Group D
37612,Dec,20,WA,Apple,237,977986,25-34,M,Group E
37613,Dec,20,WA,Apple,43,18411,35-44,F,Group A
37614,Dec,20,WA,Apple,43,91528,35-44,F,Group C
37615,Dec,20,WA,Apple,85,241510,35-44,F,Group D
37616,Dec,20,WA,Apple,885,128738,35-44,M,Group A
37617,Dec,20,WA,Apple,313,192223,35-44,M,Group B
37618,Dec,20,WA,Apple,286,284638,35-44,M,Group C
37619,Dec,20,WA,Apple,234,386174,35-44,M,Group D
37620,Dec,20,WA,Apple,208,1962372,35-44,M,Group E
37621,Dec,20,WA,Apple,213,36164,45-54,F,Group A
37622,Dec,20,WA,Apple,43,32942,45-54,F,Group B
37623,Dec,20,WA,Apple,43,3288,45-54,F,Group C
37624,Dec,20,WA,Apple,43,5589,45-54,F,Group D
37625,Dec,20,WA,Apple,130,16072,45-54,M,Group A
37626,Dec,20,WA,Apple,78,36162,45-54,M,Group B
37627,Dec,20,WA,Apple,78,74294,45-54,M,Group C
37628,Dec,20,WA,Apple,71,17560,55-64,M,Group A
37629,Dec,20,WA,Apple,490,25553,65+,F,Group A
37630,Dec,20,WA,Apple,98,51710,65+,F,Group B
37631,Dec,20,WA,Apple,147,26989,65+,F,Group C
37632,Dec,20,WA,Apple,711,48071,65+,M,Group A
37633,Dec,20,WA,Apple,285,215551,65+,M,Group B
37634,Dec,20,WA,Apple,285,1783895,65+,M,Group E
37635,Dec,20,WA,Pear,297,19516,18-24,F,Group A
37636,Dec,20,WA,Pear,33,1247,18-24,F,Group B
37637,Dec,20,WA,Pear,66,10178,18-24,F,Group C
37638,Dec,20,WA,Pear,33,129999,18-24,F,Group D
37639,Dec,20,WA,Pear,16,418751,18-24,F,Group E
37640,Dec,20,WA,Pear,712,121578,18-24,M,Group A
37641,Dec,20,WA,Pear,254,134871,18-24,M,Group B
37642,Dec,20,WA,Pear,254,182707,18-24,M,Group C
37643,Dec,20,WA,Pear,119,243129,18-24,M,Group D
37644,Dec,20,WA,Pear,204,1548872,18-24,M,Group E
37645,Dec,20,WA,Pear,445,62722,25-34,F,Group A
37646,Dec,20,WA,Pear,99,29135,25-34,F,Group B
37647,Dec,20,WA,Pear,99,152493,25-34,F,Group C
37648,Dec,20,WA,Pear,66,165445,25-34,F,Group D
37649,Dec,20,WA,Pear,16,670760,25-34,F,Group E
37650,Dec,20,WA,Pear,1136,185219,25-34,M,Group A
37651,Dec,20,WA,Pear,492,293398,25-34,M,Group B
37652,Dec,20,WA,Pear,356,381036,25-34,M,Group C
37653,Dec,20,WA,Pear,356,699032,25-34,M,Group D
37654,Dec,20,WA,Pear,441,2749471,25-34,M,Group E
37655,Dec,20,WA,Pear,298,47408,35-44,F,Group A
37656,Dec,20,WA,Pear,128,33863,35-44,F,Group B
37657,Dec,20,WA,Pear,43,66739,35-44,F,Group D
37658,Dec,20,WA,Pear,1276,147261,35-44,M,Group A
37659,Dec,20,WA,Pear,625,389630,35-44,M,Group B
37660,Dec,20,WA,Pear,260,230957,35-44,M,Group C
37661,Dec,20,WA,Pear,260,386978,35-44,M,Group D
37662,Dec,20,WA,Pear,156,1415275,35-44,M,Group E
37663,Dec,20,WA,Pear,170,29589,45-54,F,Group A
37664,Dec,20,WA,Pear,43,19134,45-54,F,Group B
37665,Dec,20,WA,Pear,85,98498,45-54,F,Group D
37666,Dec,20,WA,Pear,417,71963,45-54,M,Group A
37667,Dec,20,WA,Pear,156,33711,45-54,M,Group B
37668,Dec,20,WA,Pear,78,43998,45-54,M,Group C
37669,Dec,20,WA,Pear,52,6630,45-54,M,Group D
37670,Dec,20,WA,Pear,104,608372,45-54,M,Group E
37671,Dec,20,WA,Pear,71,66399,55-64,M,Group B
37672,Dec,20,WA,Pear,980,113022,65+,F,Group A
37673,Dec,20,WA,Pear,147,9979,65+,F,Group B
37674,Dec,20,WA,Pear,98,200188,65+,F,Group C
37675,Dec,20,WA,Pear,49,15120,65+,F,Group D
37676,Dec,20,WA,Pear,196,705346,65+,F,Group E
37677,Dec,20,WA,Pear,1209,212807,65+,M,Group A
37678,Dec,20,WA,Pear,427,277231,65+,M,Group B
37679,Dec,20,WA,Pear,142,102069,65+,M,Group C
37680,Dec,20,WA,Pear,142,3402,65+,M,Group D
37681,Dec,20,WA,Pear,142,153322,65+,M,Group E
37682,Dec,20,WA,Banana,264,23130,18-24,F,Group A
37683,Dec,20,WA,Banana,33,1527,18-24,F,Group B
37684,Dec,20,WA,Banana,33,41425,18-24,F,Group C
37685,Dec,20,WA,Banana,16,19644,18-24,F,Group D
37686,Dec,20,WA,Banana,16,720099,18-24,F,Group E
37687,Dec,20,WA,Banana,441,46553,18-24,M,Group A
37688,Dec,20,WA,Banana,187,104594,18-24,M,Group B
37689,Dec,20,WA,Banana,305,258882,18-24,M,Group C
37690,Dec,20,WA,Banana,119,216385,18-24,M,Group D
37691,Dec,20,WA,Banana,220,1246446,18-24,M,Group E
37692,Dec,20,WA,Banana,346,37023,25-34,F,Group A
37693,Dec,20,WA,Banana,165,71908,25-34,F,Group B
37694,Dec,20,WA,Banana,49,35471,25-34,F,Group C
37695,Dec,20,WA,Banana,16,1272,25-34,F,Group D
37696,Dec,20,WA,Banana,16,40560,25-34,F,Group E
37697,Dec,20,WA,Banana,560,64740,25-34,M,Group A
37698,Dec,20,WA,Banana,373,175824,25-34,M,Group B
37699,Dec,20,WA,Banana,220,231772,25-34,M,Group C
37700,Dec,20,WA,Banana,305,549376,25-34,M,Group D
37701,Dec,20,WA,Banana,373,2640742,25-34,M,Group E
37702,Dec,20,WA,Banana,128,5918,35-44,F,Group A
37703,Dec,20,WA,Banana,43,41096,35-44,F,Group B
37704,Dec,20,WA,Banana,43,50827,35-44,F,Group C
37705,Dec,20,WA,Banana,85,50038,35-44,F,Group D
37706,Dec,20,WA,Banana,521,82812,35-44,M,Group A
37707,Dec,20,WA,Banana,313,184227,35-44,M,Group B
37708,Dec,20,WA,Banana,443,535284,35-44,M,Group C
37709,Dec,20,WA,Banana,286,525038,35-44,M,Group D
37710,Dec,20,WA,Banana,130,83696,35-44,M,Group E
37711,Dec,20,WA,Banana,85,8219,45-54,F,Group A
37712,Dec,20,WA,Banana,85,46882,45-54,F,Group B
37713,Dec,20,WA,Banana,43,8679,45-54,F,Group D
37714,Dec,20,WA,Banana,43,551469,45-54,F,Group E
37715,Dec,20,WA,Banana,286,36886,45-54,M,Group A
37716,Dec,20,WA,Banana,130,83857,45-54,M,Group B
37717,Dec,20,WA,Banana,26,12054,45-54,M,Group C
37718,Dec,20,WA,Banana,52,116644,45-54,M,Group D
37719,Dec,20,WA,Banana,78,511818,45-54,M,Group E
37720,Dec,20,WA,Banana,71,19206,55-64,M,Group A
37721,Dec,20,WA,Banana,71,530427,55-64,M,Group E
37722,Dec,20,WA,Banana,441,56700,65+,F,Group A
37723,Dec,20,WA,Banana,49,1512,65+,F,Group B
37724,Dec,20,WA,Banana,245,135702,65+,F,Group C
37725,Dec,20,WA,Banana,1067,63436,65+,M,Group A
37726,Dec,20,WA,Banana,356,211600,65+,M,Group B
37727,Dec,20,WA,Banana,142,75509,65+,M,Group C
37728,Dec,20,WA,Banana,213,396311,65+,M,Group D
37729,Dec,20,WA,Banana,71,364593,65+,M,Group E
37730,Dec,20,WA,Strawberry,49,763,18-24,F,Group A
37731,Dec,20,WA,Strawberry,33,1145,18-24,F,Group B
37732,Dec,20,WA,Strawberry,16,763,18-24,F,Group C
37733,Dec,20,WA,Strawberry,33,82341,18-24,F,Group D
37734,Dec,20,WA,Strawberry,288,51185,18-24,M,Group A
37735,Dec,20,WA,Strawberry,85,49406,18-24,M,Group B
37736,Dec,20,WA,Strawberry,220,116580,18-24,M,Group C
37737,Dec,20,WA,Strawberry,68,155047,18-24,M,Group D
37738,Dec,20,WA,Strawberry,153,781776,18-24,M,Group E
37739,Dec,20,WA,Strawberry,82,4860,25-34,F,Group A
37740,Dec,20,WA,Strawberry,49,10636,25-34,F,Group B
37741,Dec,20,WA,Strawberry,33,48346,25-34,F,Group C
37742,Dec,20,WA,Strawberry,33,167913,25-34,F,Group E
37743,Dec,20,WA,Strawberry,288,41346,25-34,M,Group A
37744,Dec,20,WA,Strawberry,254,142355,25-34,M,Group B
37745,Dec,20,WA,Strawberry,271,202882,25-34,M,Group C
37746,Dec,20,WA,Strawberry,204,380198,25-34,M,Group D
37747,Dec,20,WA,Strawberry,187,404927,25-34,M,Group E
37748,Dec,20,WA,Strawberry,43,2630,35-44,F,Group A
37749,Dec,20,WA,Strawberry,43,107703,35-44,F,Group C
37750,Dec,20,WA,Strawberry,339,32868,35-44,M,Group A
37751,Dec,20,WA,Strawberry,260,108969,35-44,M,Group B
37752,Dec,20,WA,Strawberry,286,259003,35-44,M,Group C
37753,Dec,20,WA,Strawberry,182,281986,35-44,M,Group D
37754,Dec,20,WA,Strawberry,78,65253,35-44,M,Group E
37755,Dec,20,WA,Strawberry,43,117435,45-54,F,Group E
37756,Dec,20,WA,Strawberry,130,6067,45-54,M,Group A
37757,Dec,20,WA,Strawberry,78,43073,45-54,M,Group B
37758,Dec,20,WA,Strawberry,26,42873,45-54,M,Group C
37759,Dec,20,WA,Strawberry,26,10768,45-54,M,Group D
37760,Dec,20,WA,Strawberry,147,3024,65+,F,Group A
37761,Dec,20,WA,Strawberry,196,55641,65+,F,Group B
37762,Dec,20,WA,Strawberry,147,100774,65+,F,Group C
37763,Dec,20,WA,Strawberry,98,245699,65+,F,Group D
37764,Dec,20,WA,Strawberry,569,93508,65+,M,Group A
37765,Dec,20,WA,Strawberry,142,36328,65+,M,Group B
37766,Dec,20,WA,Strawberry,142,5597,65+,M,Group D
37767,Dec,20,WA,Melon,2969,391042,18-24,F,Group A
37768,Dec,20,WA,Melon,363,314375,18-24,F,Group B
37769,Dec,20,WA,Melon,214,268040,18-24,F,Group C
37770,Dec,20,WA,Melon,66,207836,18-24,F,Group D
37771,Dec,20,WA,Melon,33,257861,18-24,F,Group E
37772,Dec,20,WA,Melon,6733,942868,18-24,M,Group A
37773,Dec,20,WA,Melon,1052,847275,18-24,M,Group B
37774,Dec,20,WA,Melon,916,1386707,18-24,M,Group C
37775,Dec,20,WA,Melon,560,1629601,18-24,M,Group D
37776,Dec,20,WA,Melon,339,2536383,18-24,M,Group E
37777,Dec,20,WA,Melon,3859,430482,25-34,F,Group A
37778,Dec,20,WA,Melon,462,371983,25-34,F,Group B
37779,Dec,20,WA,Melon,330,605697,25-34,F,Group C
37780,Dec,20,WA,Melon,132,338395,25-34,F,Group D
37781,Dec,20,WA,Melon,49,297556,25-34,F,Group E
37782,Dec,20,WA,Melon,8735,1352375,25-34,M,Group A
37783,Dec,20,WA,Melon,2222,1788992,25-34,M,Group B
37784,Dec,20,WA,Melon,1221,1966282,25-34,M,Group C
37785,Dec,20,WA,Melon,1272,3488750,25-34,M,Group D
37786,Dec,20,WA,Melon,814,7596221,25-34,M,Group E
37787,Dec,20,WA,Melon,3111,386627,35-44,F,Group A
37788,Dec,20,WA,Melon,767,599666,35-44,F,Group B
37789,Dec,20,WA,Melon,213,386758,35-44,F,Group C
37790,Dec,20,WA,Melon,85,172009,35-44,F,Group D
37791,Dec,20,WA,Melon,11563,1728884,35-44,M,Group A
37792,Dec,20,WA,Melon,1953,1411378,35-44,M,Group B
37793,Dec,20,WA,Melon,1380,2270878,35-44,M,Group C
37794,Dec,20,WA,Melon,651,1952408,35-44,M,Group D
37795,Dec,20,WA,Melon,391,5536824,35-44,M,Group E
37796,Dec,20,WA,Melon,1790,238288,45-54,F,Group A
37797,Dec,20,WA,Melon,256,199889,45-54,F,Group B
37798,Dec,20,WA,Melon,43,93040,45-54,F,Group C
37799,Dec,20,WA,Melon,85,251242,45-54,F,Group D
37800,Dec,20,WA,Melon,2526,401965,45-54,M,Group A
37801,Dec,20,WA,Melon,573,441904,45-54,M,Group B
37802,Dec,20,WA,Melon,260,312363,45-54,M,Group C
37803,Dec,20,WA,Melon,130,515153,45-54,M,Group D
37804,Dec,20,WA,Melon,104,1218914,45-54,M,Group E
37805,Dec,20,WA,Melon,1209,176370,55-64,M,Group A
37806,Dec,20,WA,Melon,285,204137,55-64,M,Group B
37807,Dec,20,WA,Melon,71,176590,55-64,M,Group C
37808,Dec,20,WA,Melon,71,228941,55-64,M,Group D
37809,Dec,20,WA,Melon,7448,905080,65+,F,Group A
37810,Dec,20,WA,Melon,1323,1093021,65+,F,Group B
37811,Dec,20,WA,Melon,490,715400,65+,F,Group C
37812,Dec,20,WA,Melon,196,355848,65+,F,Group D
37813,Dec,20,WA,Melon,245,2938562,65+,F,Group E
37814,Dec,20,WA,Melon,8252,1248309,65+,M,Group A
37815,Dec,20,WA,Melon,2490,1906048,65+,M,Group B
37816,Dec,20,WA,Melon,996,1848209,65+,M,Group C
37817,Dec,20,WA,Melon,854,3125493,65+,M,Group D
37818,Dec,20,WA,Melon,285,1841844,65+,M,Group E
37819,Dec,20,WA,Blueberry,363,51934,18-24,F,Group A
37820,Dec,20,WA,Blueberry,49,21654,18-24,F,Group B
37821,Dec,20,WA,Blueberry,66,37583,18-24,F,Group C
37822,Dec,20,WA,Blueberry,407,41215,18-24,M,Group A
37823,Dec,20,WA,Blueberry,220,105118,18-24,M,Group B
37824,Dec,20,WA,Blueberry,119,110901,18-24,M,Group C
37825,Dec,20,WA,Blueberry,102,209948,18-24,M,Group D
37826,Dec,20,WA,Blueberry,51,782823,18-24,M,Group E
37827,Dec,20,WA,Blueberry,396,74580,25-34,F,Group A
37828,Dec,20,WA,Blueberry,165,110178,25-34,F,Group B
37829,Dec,20,WA,Blueberry,99,118346,25-34,F,Group C
37830,Dec,20,WA,Blueberry,577,90019,25-34,M,Group A
37831,Dec,20,WA,Blueberry,322,156905,25-34,M,Group B
37832,Dec,20,WA,Blueberry,220,254094,25-34,M,Group C
37833,Dec,20,WA,Blueberry,288,456845,25-34,M,Group D
37834,Dec,20,WA,Blueberry,119,491518,25-34,M,Group E
37835,Dec,20,WA,Blueberry,170,29523,35-44,F,Group A
37836,Dec,20,WA,Blueberry,85,79561,35-44,F,Group B
37837,Dec,20,WA,Blueberry,43,111583,35-44,F,Group C
37838,Dec,20,WA,Blueberry,469,74816,35-44,M,Group A
37839,Dec,20,WA,Blueberry,234,165865,35-44,M,Group B
37840,Dec,20,WA,Blueberry,156,161083,35-44,M,Group C
37841,Dec,20,WA,Blueberry,52,229671,35-44,M,Group D
37842,Dec,20,WA,Blueberry,78,642766,35-44,M,Group E
37843,Dec,20,WA,Blueberry,128,17096,45-54,F,Group A
37844,Dec,20,WA,Blueberry,85,31035,45-54,F,Group B
37845,Dec,20,WA,Blueberry,43,53917,45-54,F,Group C
37846,Dec,20,WA,Blueberry,156,27925,45-54,M,Group A
37847,Dec,20,WA,Blueberry,78,135207,45-54,M,Group C
37848,Dec,20,WA,Blueberry,52,94946,45-54,M,Group E
37849,Dec,20,WA,Blueberry,71,16463,55-64,M,Group B
37850,Dec,20,WA,Blueberry,1715,331580,65+,F,Group A
37851,Dec,20,WA,Blueberry,588,404156,65+,F,Group B
37852,Dec,20,WA,Blueberry,196,190285,65+,F,Group C
37853,Dec,20,WA,Blueberry,98,366810,65+,F,Group D
37854,Dec,20,WA,Blueberry,98,1711351,65+,F,Group E
37855,Dec,20,WA,Blueberry,2561,318388,65+,M,Group A
37856,Dec,20,WA,Blueberry,711,331778,65+,M,Group B
37857,Dec,20,WA,Blueberry,142,226965,65+,M,Group C
